company_id,type,rule_id,text,confidence_pct
LICI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
LICI,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,82.2
LICI,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,82.0
LODHA,con,CON-12,Revenue growing at below 5% over 5 years lags normal growth expectations and suggests limited business momentum,93.5
LODHA,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,72.7
LODHA,pro,PRO-12,Growing asset base funded with declining debt reflects increasingly self-sustaining growth,87.4
LODHA,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,69.3
LT,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,74.0
LT,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,69.5
LT,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
LT,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,79.5
LTIM,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,69.5
LTIM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,98.0
LTIM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,96.3
LTIM,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,92.5
LTIM,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,87.4
LTIM,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,80.0
LTIM,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,74.7
M&M,con,CON-FALLBACK,"No major con rule was triggered; as a monitoring watchpoint, debt-to-equity is 1.64 and should be tracked alongside future results",61.0
M&M,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,82.1
M&M,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,69.8
MARUTI,con,CON-FALLBACK,"No major con rule was triggered; as a monitoring watchpoint, debt-to-equity is 0.00 and should be tracked alongside future results",61.0
MARUTI,pro,PRO-12,Growing asset base funded with declining debt reflects increasingly self-sustaining growth,100.0
MARUTI,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,98.0
MARUTI,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,96.0
MARUTI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
MARUTI,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,87.5
MARUTI,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,68.5
MOTHERSON,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,81.2
MOTHERSON,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,86.0
MOTHERSON,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,81.6
MOTHERSON,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,69.4
NAUKRI,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,96.0
NAUKRI,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,96.0
NAUKRI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
NAUKRI,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,71.9
NAUKRI,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71.4
NESTLEIND,con,CON-FALLBACK,"No major con rule was triggered; as a monitoring watchpoint, debt-to-equity is 0.10 and should be tracked alongside future results",61.0
NESTLEIND,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
NESTLEIND,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
NESTLEIND,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,98.0
NESTLEIND,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,82.8
NESTLEIND,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,68.7
NESTLEIND,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,66.5
NHPC,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86.8
NHPC,con,CON-12,Revenue growing at below 5% over 5 years lags normal growth expectations and suggests limited business momentum,80.8
NHPC,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,69.7
NHPC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
NHPC,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,98.0
NHPC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,76.0
NHPC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,71.5
NTPC,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
NTPC,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.4
NTPC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,73.2
ONGC,con,CON-FALLBACK,"No major con rule was triggered; as a monitoring watchpoint, debt-to-equity is 0.45 and should be tracked alongside future results",61.0
ONGC,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,82.0
ONGC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,72.7
ONGC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,71.6
PFC,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
PFC,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,91.6
PFC,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,88.8
PFC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,83.6
PFC,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,80.2
PFC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,74.2
PIDILITIND,con,CON-FALLBACK,"No major con rule was triggered; as a monitoring watchpoint, ROE is 20.8% and should be tracked alongside future results",61.0
PIDILITIND,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
PIDILITIND,pro,PRO-12,Growing asset base funded with declining debt reflects increasingly self-sustaining growth,84.1
PIDILITIND,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,68.8
PNB,con,CON-FALLBACK,"No major con rule was triggered; as a monitoring watchpoint, debt-to-equity is 3.68 and should be tracked alongside future results",61.0
PNB,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
PNB,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,69.4
POWERGRID,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
POWERGRID,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
POWERGRID,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,82.0
POWERGRID,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,76.7
POWERGRID,pro,PRO-12,Growing asset base funded with declining debt reflects increasingly self-sustaining growth,72.6
POWERGRID,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,72.3
RECLTD,con,CON-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,100.0
RECLTD,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
RECLTD,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,74.1
RECLTD,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
RECLTD,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,76.9
RECLTD,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.0
RELIANCE,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,90.2
RELIANCE,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.2
RELIANCE,pro,PRO-12,Growing asset base funded with declining debt reflects increasingly self-sustaining growth,86.2
RELIANCE,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,85.7
RELIANCE,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,74.6
SBILIFE,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,98.6
SBILIFE,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,96.0
SBILIFE,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
SBILIFE,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,82.8
SBIN,con,CON-FALLBACK,"No major con rule was triggered, but limited comparable financial data remains a monitoring risk until additional history becomes available",61.0
SBIN,pro,PRO-FALLBACK,"Limited comparable financial data is available; no major positive threshold was triggered, but the company remains covered for further review",61.0
SHREECEM,con,CON-FALLBACK,"No major con rule was triggered; as a monitoring watchpoint, ROCE is 11.7% and should be tracked alongside future results",61.0
SHREECEM,pro,PRO-12,Growing asset base funded with declining debt reflects increasingly self-sustaining growth,88.8
SHREECEM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,81.8
SHREECEM,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,77.6
SHREECEM,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,67.6
SHRIRAMFIN,con,CON-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,99.2
SHRIRAMFIN,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,90.0
SHRIRAMFIN,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,89.8
SHRIRAMFIN,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,87.3
SHRIRAMFIN,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,79.4
SHRIRAMFIN,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,74.4
SHRIRAMFIN,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,73.7
SHRIRAMFIN,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,73.2
SHRIRAMFIN,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,72.9
SIEMENS,con,CON-FALLBACK,"No major con rule was triggered; as a monitoring watchpoint, debt-to-equity is 0.02 and should be tracked alongside future results",61.0
SIEMENS,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
SIEMENS,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,81.5
SIEMENS,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80.7
SIEMENS,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,78.8
SIEMENS,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.0
SUNPHARMA,con,CON-FALLBACK,"No major con rule was triggered; as a monitoring watchpoint, debt-to-equity is 0.05 and should be tracked alongside future results",61.0
SUNPHARMA,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
SUNPHARMA,pro,PRO-12,Growing asset base funded with declining debt reflects increasingly self-sustaining growth,100.0
SUNPHARMA,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,89.7
SUNPHARMA,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,89.4
SUNPHARMA,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,83.0
SUNPHARMA,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,74.4
SUNPHARMA,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,71.9
TATACONSUM,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,72.7
TATACONSUM,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,70.2
TATACONSUM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,98.0
TATACONSUM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.4
TATACONSUM,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.6
TATACONSUM,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.2
TATACONSUM,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,69.5
TATAMOTORS,con,CON-FALLBACK,"No major con rule was triggered; as a monitoring watchpoint, debt-to-equity is 1.26 and should be tracked alongside future results",61.0
TATAMOTORS,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,100.0
TATAMOTORS,pro,PRO-12,Growing asset base funded with declining debt reflects increasingly self-sustaining growth,88.3
TATAMOTORS,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,81.2
TATAPOWER,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,77.8
TATAPOWER,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,68.8
TATASTEEL,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,100.0
TATASTEEL,con,CON-09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,100.0
TATASTEEL,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
TATASTEEL,con,CON-04,Company reported a net loss in the most recent financial year,97.4
TATASTEEL,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,81.3
TATASTEEL,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,81.1
TATASTEEL,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,73.1
TATASTEEL,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,78.0
TCS,con,CON-FALLBACK,"No major con rule was triggered; as a monitoring watchpoint, debt-to-equity is 0.09 and should be tracked alongside future results",61.0
TCS,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
TCS,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
TCS,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,98.0
TCS,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,85.6
TCS,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,70.6
TECHM,con,CON-09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,100.0
TECHM,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,95.0
TECHM,con,CON-07,"Dividend payout ratio above 100% means the company is paying dividends beyond current earnings, which may be unsustainable",90.0
TECHM,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,74.4
TECHM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,98.0
TECHM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,74.6
TITAN,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,83.7
TITAN,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,97.2
TITAN,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.3
TITAN,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,77.4
TITAN,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,76.8
TITAN,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74.8
TITAN,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,68.4
TORNTPHARM,con,CON-FALLBACK,"No major con rule was triggered; as a monitoring watchpoint, debt-to-equity is 0.59 and should be tracked alongside future results",61.0
TORNTPHARM,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
TORNTPHARM,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,92.2
TORNTPHARM,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,91.1
TORNTPHARM,pro,PRO-12,Growing asset base funded with declining debt reflects increasingly self-sustaining growth,88.7
TORNTPHARM,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,82.8
TORNTPHARM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,82.0
TORNTPHARM,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,75.8
TRENT,con,CON-FALLBACK,"No major con rule was triggered; as a monitoring watchpoint, debt-to-equity is 0.43 and should be tracked alongside future results",61.0
TRENT,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,100.0
TRENT,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
TRENT,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
TRENT,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,100.0
TRENT,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
TRENT,pro,PRO-12,Growing asset base funded with declining debt reflects increasingly self-sustaining growth,94.9
TRENT,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,79.7
TVSMOTOR,con,CON-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,95.8
TVSMOTOR,con,CON-01,Debt-to-equity ratio of 3.83 is elevated for a non-financial company and warrants monitoring,88.3
TVSMOTOR,pro,PRO-12,Growing asset base funded with declining debt reflects increasingly self-sustaining growth,100.0
TVSMOTOR,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,89.2
TVSMOTOR,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.3
TVSMOTOR,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74.2
